alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
6f13afd4-32a3-4ad6-8c07-1554e463ab35,090e2e03-afcd-4647-bea6-b2a9778e9658,faf2fb71-79df-4a79-bd15-4179afff8b9f,Business Analyst,0.4,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",AWS CCP,Published Paper,0,0,0,,Private,Email,America/Chicago,https://portfolio.example.com/ahawkins.287,https://github.com/ahawkins,2025-10-25T04:47:46
c823697a-b64b-4ef2-ba71-0a74519a9313,68f4ed48-b70b-4079-85e9-4ff9484b981f,,,0.0,Early,"Java, Algorithms, DS","Communication, Teamwork",None,Published Paper,1,1,0,2024-06-26,Public,Phone,America/New_York,https://portfolio.example.com/jrodriguez.288,https://github.com/jrodriguez,2025-10-25T04:47:46
2467d5e3-aa68-41d5-a022-917088092464,c083125a-13cd-483c-ba54-5aca065149a8,70d2ee55-6bc1-4a71-98ed-f50eee69fa77,Business Analyst,0.6,Early,"Python, SQL, Statistics","SIEM, SOC",Azure Fundamentals,Volunteer Lead,1,1,1,2025-04-29,Private,Phone,America/New_York,https://portfolio.example.com/srodriguez.289,https://github.com/srodriguez,2025-10-25T04:47:46
cd0e2d3e-aaca-40b5-bbe7-426acb36a18f,4a733a00-152e-44bd-82ed-debb4d991d11,5a0f9726-7f1e-417d-a864-29e7b15d6449,QA Engineer,0.4,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",PMP,Published Paper,1,0,1,2024-12-25,Private,Phone,America/New_York,https://portfolio.example.com/ereeves.290,https://github.com/ereeves,2025-10-25T04:47:46
4fb509de-f2a3-4f86-b1ca-3d7b59f66dce,f9823689-5eb1-439e-8007-5e755f9bd242,8665bca0-8f4c-4941-a676-0e78f97db4db,QA Engineer,0.8,Early,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",PMP,Volunteer Lead,0,1,0,,Private,LinkedIn,America/Chicago,https://portfolio.example.com/lsmith.291,https://github.com/lsmith,2025-10-25T04:47:46
15ed89b4-dbcf-499d-bdf2-c6cc8ec08348,26eb3c46-3272-4bda-846b-318e9add5f82,221445a1-f927-4c42-84a6-df34d4f76ab1,QA Engineer,0.4,Early,"Network Sec, Splunk, IAM","Communication, Teamwork",None,Hackathon Winner,1,0,0,,Private,Phone,America/Chicago,https://portfolio.example.com/jgreen.292,https://github.com/jgreen,2025-10-25T04:47:46
bec41d1f-8cb9-4907-9352-6c6bbdc5a8a8,632c76da-5b1f-49be-b8f1-6d1e01d85a5a,cab24bcb-f44e-4fb2-af59-f5ed707f748f,Data Analyst,0.3,Early,"Python, SQL, Statistics","AWS, Azure, GCP",PMP,Dean's List,0,1,1,,Public,Email,America/New_York,https://portfolio.example.com/cscott.293,https://github.com/cscott,2025-10-25T04:47:46
d051510e-b394-4c8b-8c89-920c2b9e252e,bfa307b5-cc30-4dbe-826f-e5c13a4c0af9,fb526cd0-aab7-498e-a042-49208074dd63,QA Engineer,0.3,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Dean's List,1,1,0,,Public,Email,America/Chicago,https://portfolio.example.com/mmcfarland.294,https://github.com/mmcfarland,2025-10-25T04:47:46
eec0cdf1-5083-484e-b593-ca62e5f27d2e,dbffb3d7-02b3-45b4-8f77-fdd5d5312027,6e074830-44b4-493c-b140-47b40646fe6a,Software Engineer,0.2,Early,"Network Sec, Splunk, IAM","AWS, Azure, GCP",PMP,Dean's List,0,0,0,,Public,Email,America/Los_Angeles,https://portfolio.example.com/hrodriguez.295,https://github.com/hrodriguez,2025-10-25T04:47:46
7e54da0d-655a-47c9-91eb-50210c824837,c434f78c-28f0-417b-b39d-56ae2fb5213f,,,0.0,Early,"Java, Algorithms, DS","AWS, Azure, GCP",AWS CCP,Hackathon Winner,1,1,1,,SLU-only,Phone,America/New_York,https://portfolio.example.com/bmiranda.296,https://github.com/bmiranda,2025-10-25T04:47:46
67064e61-1509-4425-9936-ff6a04394528,f3f09a0f-9436-4d0e-bd62-54a3ddef47fb,5fb094ec-76ad-4699-a754-25d8ada14910,Associate Consultant,0.1,Early,"Git, CI/CD, Microservices","ML, DL, MLOps",Security+,Hackathon Winner,1,0,0,,Public,Phone,America/Los_Angeles,https://portfolio.example.com/smiller.297,https://github.com/smiller,2025-10-25T04:47:46
a58aeb36-0982-4d85-83d0-acaa59507bc5,a56edacd-c6ca-4f8e-9d4d-e2468fe08620,04b426a1-973e-4b59-a1b6-4857e79c3648,QA Engineer,0.5,Early,"Java, Algorithms, DS","Communication, Teamwork",Azure Fundamentals,Volunteer Lead,1,1,0,,SLU-only,Email,America/New_York,https://portfolio.example.com/jmoore.298,https://github.com/jmoore,2025-10-25T04:47:46
23b97e39-21f7-4918-8727-e3bb7de4e63b,51d12e63-468f-4040-90c3-0c39155bcd66,,,0.0,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Volunteer Lead,1,0,0,2025-08-17,Public,LinkedIn,America/Chicago,https://portfolio.example.com/pgregory.299,https://github.com/pgregory,2025-10-25T04:47:46
26320e94-7740-4462-837a-28cfa25e7bf2,f58373d6-e324-405a-bf13-d23a445f1206,6bca5f5e-a619-4e8d-b871-e69c4d3f352d,Security Analyst,0.3,Early,"Python, SQL, Statistics","Communication, Teamwork",AWS CCP,Published Paper,0,1,0,,Private,Phone,America/Los_Angeles,https://portfolio.example.com/rwilcox.300,https://github.com/rwilcox,2025-10-25T04:47:46
9253c16c-ae62-4b23-a1c7-d6638e5ef263,17f1ee44-935f-437d-841d-c8640804134b,,,0.0,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",PMP,Published Paper,1,1,0,,SLU-only,Phone,America/Chicago,https://portfolio.example.com/mbean.301,https://github.com/mbean,2025-10-25T04:47:46
97bfa140-b26d-41af-8695-049eb0a0659d,6b4f466b-f211-429c-a499-e0fbfd05019c,b54e05f5-e52e-4298-8301-4072de4b321d,Security Analyst,0.7,Early,"Java, Algorithms, DS","AWS, Azure, GCP",Security+,Volunteer Lead,1,1,1,2025-02-09,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/dcoleman.302,https://github.com/dcoleman,2025-10-25T04:47:46
df0c64ac-6874-48f4-92cf-7334ce7bfa21,2aac66f3-3ffa-4582-9529-d58fdd7d37f6,,,0.0,Early,"Power BI, Excel, Storytelling","Communication, Teamwork",Azure Fundamentals,Dean's List,0,0,1,,Private,Email,America/Los_Angeles,https://portfolio.example.com/pball.303,https://github.com/pball,2025-10-25T04:47:46
7dc02102-c730-4198-9e13-c2b2d01144a5,26a5d183-4107-40e9-9307-d95c9e220493,42399316-77fc-48ac-96d0-f23b729f5c36,Data Analyst,0.8,Early,"Python, SQL, Statistics","Communication, Teamwork",Security+,Published Paper,0,1,1,,Public,Phone,America/Chicago,https://portfolio.example.com/jowens.304,https://github.com/jowens,2025-10-25T04:47:46
c5e3f134-afdf-4f56-ab7c-08a143e7d5a8,27cffd01-f1f7-41aa-9a76-14a2f6cfe37f,5ed953f6-0648-409d-8f2d-1ec5b8f8647b,Data Analyst,0.7,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",Security+,,0,1,1,2025-06-05,SLU-only,Phone,America/Chicago,https://portfolio.example.com/cmedina.305,https://github.com/cmedina,2025-10-25T04:47:46
fb112af8-75f3-4d7b-bbf4-3b973eeb9db4,cc4f9bd9-cc20-4af7-891e-61d3ae59a740,53fce114-97d3-40b2-bca6-819240a585a3,Security Analyst,0.7,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",Security+,Published Paper,0,0,1,,Public,LinkedIn,America/New_York,https://portfolio.example.com/ycampbell.306,https://github.com/ycampbell,2025-10-25T04:47:46
d70e5d92-b386-4c35-99c3-c3f737db0add,625837d8-b58e-48a3-9313-710f1fb72922,a9557677-4584-472f-a939-ff75710fa1da,Associate Consultant,0.3,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",Azure Fundamentals,,0,0,1,,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/msingh.307,https://github.com/msingh,2025-10-25T04:47:46
5a5e371f-0c5e-4c2f-803c-02d8d4f97dc2,e9ce3718-c3a2-463e-aeed-6c85588f4aff,249566b3-543d-4161-b6ac-f9a7928f6bed,Data Analyst,0.5,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",AWS CCP,Published Paper,1,1,1,2025-02-24,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/jmeyers.308,https://github.com/jmeyers,2025-10-25T04:47:46
ec7c5a25-47a5-4dc6-a50d-24b85c8b52fc,7f17df2d-385b-436f-ab0b-426abdc4cb7b,baf25d74-8675-4c5a-bd42-0dbf68b22899,QA Engineer,0.1,Early,"Network Sec, Splunk, IAM","Communication, Teamwork",AWS CCP,Published Paper,1,1,0,,SLU-only,Phone,America/New_York,https://portfolio.example.com/ahall.309,https://github.com/ahall,2025-10-25T04:47:46
defa613c-3291-4d2f-8313-a3ebffe6565b,e0db2d9a-cedc-47f3-be16-a074d4f11f55,,,0.0,Early,"Java, Algorithms, DS","ML, DL, MLOps",None,Dean's List,1,0,0,2024-12-23,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/etorres.310,https://github.com/etorres,2025-10-25T04:47:46
4b81f812-04bd-47bd-a4bb-ced892cff1e8,92a380c8-3c17-41c9-a995-9f1a81cee1bf,488b7f50-2c54-4427-bf5e-05abb1a5f50b,Data Engineer,0.5,Early,"Java, Algorithms, DS","Spark, Hadoop, PySpark",None,Published Paper,1,1,0,,Public,Email,America/Los_Angeles,https://portfolio.example.com/dsmith.311,https://github.com/dsmith,2025-10-25T04:47:46
438d0f5a-5115-485e-a8f6-7558086f4f78,44ea971a-154a-43a7-9b35-eb8a18aaf02f,,,0.0,Early,"Python, SQL, Statistics","DAX, Modeling, Dashboards",None,Dean's List,0,1,1,,SLU-only,Phone,America/Chicago,https://portfolio.example.com/sowens.312,https://github.com/sowens,2025-10-25T04:47:46
933fc810-c215-4634-a769-6b36dac0cbcd,c2c1dd42-b9d0-430c-83fc-9046e28ba591,73a279d5-5af4-4264-bd35-416f713237fa,Data Analyst,0.8,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Azure Fundamentals,Hackathon Winner,0,0,0,,Private,Phone,America/Los_Angeles,https://portfolio.example.com/bbrown.313,https://github.com/bbrown,2025-10-25T04:47:46
a00d3341-92d1-4df3-a6b6-7b09f9351672,5c2118fb-51dd-4f4c-896d-3f3e257af7c7,,,0.0,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,,0,0,0,,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/lmcclain.314,https://github.com/lmcclain,2025-10-25T04:47:46
cd493977-4fe1-4ce9-aaee-944cc019b452,09753374-3605-4996-9e77-e4b7ef1cf27f,,,0.0,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",AWS CCP,Volunteer Lead,0,1,1,,Private,Email,America/New_York,https://portfolio.example.com/mjames.315,https://github.com/mjames,2025-10-25T04:47:46
851b8c2b-db62-4610-81ee-ec3a401a9666,83c4bb81-86e4-4616-a67c-7f68cc5d4fa0,cd276651-91a1-42e6-854e-8ceca6d56416,QA Engineer,0.4,Early,"Python, SQL, Statistics","Communication, Teamwork",Security+,,1,1,1,,Public,Email,America/Chicago,https://portfolio.example.com/jmartin.316,https://github.com/jmartin,2025-10-25T04:47:46
69463b01-0cf9-4eb3-965f-c0424d160530,973c6f39-b214-4ab0-ae0e-84a15334b73b,,,0.0,Early,"ETL, Databases, Cloud","ML, DL, MLOps",None,Dean's List,1,0,0,,Public,Email,America/Chicago,https://portfolio.example.com/bevans.317,https://github.com/bevans,2025-10-25T04:47:46
0638d0f4-effc-4f46-89dd-539ffa4d50cb,f399c615-e1d6-4c05-b785-e6a9a4bc8c80,,,0.0,Early,"ETL, Databases, Cloud","Communication, Teamwork",Security+,Hackathon Winner,0,0,0,,Public,LinkedIn,America/Chicago,https://portfolio.example.com/ljohnson.318,https://github.com/ljohnson,2025-10-25T04:47:46
7253b512-fb86-41ba-8003-b71d67b23a09,8e8b484d-ce39-4612-9ddb-3aab0b0cc056,cba18ed3-82f2-4593-9f02-d90a319882ea,Software Engineer,0.1,Early,"Java, Algorithms, DS","ML, DL, MLOps",None,,0,1,0,,Private,LinkedIn,America/Chicago,https://portfolio.example.com/jroberts.319,https://github.com/jroberts,2025-10-25T04:47:46
f60957cd-b6a0-437b-b30b-a8d8be648c94,a0e7243e-e39a-4def-8ad4-0b0cef19d137,34df9c9a-d19a-4d25-ad72-bcb3e65019e7,QA Engineer,0.4,Early,"ETL, Databases, Cloud","AWS, Azure, GCP",AWS CCP,Published Paper,0,1,0,,Private,Email,America/Los_Angeles,https://portfolio.example.com/mhunt.320,https://github.com/mhunt,2025-10-25T04:47:46
21e7f411-3c90-4ab0-a852-cdeef6b8fb02,69334b82-c593-4edc-a885-f831e4d6e22e,3d4b9871-1ead-4cb0-885a-11b409fb4e8d,Security Analyst,0.3,Early,"Network Sec, Splunk, IAM","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,1,0,1,,Private,Phone,America/Los_Angeles,https://portfolio.example.com/myang.321,https://github.com/myang,2025-10-25T04:47:46
8890f32d-00cb-480e-aa48-4615df394b70,86c89d77-cbb4-44da-a922-2510d10b4436,668fdd8a-17ab-493f-8c33-87c2078a905e,Security Analyst,0.7,Early,"ETL, Databases, Cloud","Communication, Teamwork",None,Dean's List,1,0,0,2023-12-07,Public,Email,America/Chicago,https://portfolio.example.com/kcobb.322,https://github.com/kcobb,2025-10-25T04:47:46
38df233a-c3eb-46e8-b033-80991d40d3b8,590c5916-c52f-4583-8463-38b105111064,,,0.0,Early,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",PMP,Volunteer Lead,0,1,0,,Private,Email,America/Los_Angeles,https://portfolio.example.com/kstewart.323,https://github.com/kstewart,2025-10-25T04:47:46
1f204a73-a2f7-4009-bb1e-366f9b2b4414,132f237c-6be9-4ec9-b94b-7c88615e3b20,489ce9b7-cf0f-4ed0-8a92-c81852353862,Associate Consultant,0.5,Early,"Network Sec, Splunk, IAM","Spark, Hadoop, PySpark",None,Published Paper,0,1,1,,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/sbrown.324,https://github.com/sbrown,2025-10-25T04:47:46
f4fa02af-3431-4a3d-901f-b04a4ae545b6,18a22a65-49fe-4185-9911-7e716edb2009,e43ef343-bfed-482e-bbcf-b68803868e34,Associate Consultant,0.7,Early,"Python, SQL, Statistics","DAX, Modeling, Dashboards",Azure Fundamentals,Dean's List,0,0,1,,Private,Phone,America/Chicago,https://portfolio.example.com/scherry.325,https://github.com/scherry,2025-10-25T04:47:46
67bba34c-43be-4b8d-8219-b961b1ca921f,59765f2d-0803-4882-82e1-650b21972b1a,54ee9743-e25c-46a4-8436-a0f8053b6ee3,Associate Consultant,0.1,Early,"Network Sec, Splunk, IAM","Communication, Teamwork",None,,0,0,1,,SLU-only,Email,America/Chicago,https://portfolio.example.com/lmendoza.326,https://github.com/lmendoza,2025-10-25T04:47:46
23ae3602-c474-42b1-8031-5e4b3313fca5,7cb07e04-617a-4189-86d1-b968659f60ae,c5b1762b-4c50-4783-91ba-6c3cb5a5d2ac,Security Analyst,1.0,Early,"Network Sec, Splunk, IAM","DAX, Modeling, Dashboards",Security+,Volunteer Lead,1,0,0,2025-06-04,Public,Phone,America/Los_Angeles,https://portfolio.example.com/mharris.327,https://github.com/mharris,2025-10-25T04:47:46
6dbe92d2-ea59-4808-9914-4a6998c9cda9,84bcc218-ce8e-42c5-97f3-ce25768caa1e,94e25f31-8a44-4443-933a-c8506b3f9921,Data Analyst,0.6,Early,"ETL, Databases, Cloud","SIEM, SOC",Azure Fundamentals,,1,1,1,,Public,Email,America/Chicago,https://portfolio.example.com/mkrueger.328,https://github.com/mkrueger,2025-10-25T04:47:46
3cda46e9-7eac-4df5-af4f-bd9748f9ebf3,6fa3f7e1-0b70-44e4-8d48-4b36b2c8e003,5f6ac8b5-3ace-4565-880f-172cf966eb23,Associate Consultant,0.0,Early,"Network Sec, Splunk, IAM","SIEM, SOC",AWS CCP,,0,0,1,,Private,LinkedIn,America/New_York,https://portfolio.example.com/rbrown.329,https://github.com/rbrown,2025-10-25T04:47:46
f2cb06db-d5a3-4070-aa1a-7de13b082ab0,739a0faa-2480-4192-bfd7-bd04d25fc514,6a0a4007-3d43-4b93-a163-dda1a927235b,QA Engineer,0.9,Early,"Java, Algorithms, DS","AWS, Azure, GCP",None,,1,0,1,2024-11-14,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/pdennis.330,https://github.com/pdennis,2025-10-25T04:47:46
b490364e-9cd4-4439-bbb4-06dfe46f8712,d3fc214e-d6bd-4e9f-91b6-7fb338c92a06,,,0.0,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",Azure Fundamentals,Hackathon Winner,0,0,0,,Private,Email,America/New_York,https://portfolio.example.com/lrich.331,https://github.com/lrich,2025-10-25T04:47:46
f82a45ed-28b2-4e3a-8a00-8b6c2d710445,58293f39-66b1-474c-9e54-51c06bc8bf96,93d85412-b719-4de8-b5e5-df36e8b0d559,Data Analyst,0.5,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",AWS CCP,Dean's List,1,0,1,,Public,Email,America/New_York,https://portfolio.example.com/rdavis.332,https://github.com/rdavis,2025-10-25T04:47:46
84fd19df-7b52-4777-80a3-41a631b8005b,0c1515f0-bc16-4d8b-89c6-7772ad5c7e9d,,,0.0,Early,"Python, SQL, Statistics","AWS, Azure, GCP",PMP,Hackathon Winner,0,1,0,,SLU-only,Email,America/New_York,https://portfolio.example.com/nscott.333,https://github.com/nscott,2025-10-25T04:47:46
312dd967-712d-4307-90c2-9f050e2718f8,740128a6-8258-4e68-8bdf-bdd87f5c1402,32e704ab-87be-4416-9827-9afd497146ae,Security Analyst,0.2,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",Security+,Volunteer Lead,0,1,0,,Private,Email,America/Chicago,https://portfolio.example.com/mward.334,https://github.com/mward,2025-10-25T04:47:46
473ad36c-4def-4c33-93a5-eb05ac8513d8,fb478979-ccf6-44f3-ad89-fddb9f3867ee,a4122c5b-1b87-45ea-8fe3-48ad9365fcdc,Data Engineer,0.6,Early,"Network Sec, Splunk, IAM","ML, DL, MLOps",AWS CCP,Published Paper,1,1,0,,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/sfox.335,https://github.com/sfox,2025-10-25T04:47:46
9776fcc5-f029-47a7-b7b9-6fef6d88b8db,aa3bd2da-c0e9-4082-a05c-508ae4a2a316,0cd06595-5563-4727-becf-a884cb0b5ecf,Software Engineer,0.0,Early,"Java, Algorithms, DS","Spark, Hadoop, PySpark",Security+,Published Paper,0,1,1,2024-12-25,Public,Email,America/New_York,https://portfolio.example.com/dwatkins.336,https://github.com/dwatkins,2025-10-25T04:47:46
f317d4ce-fd16-4cd7-8f64-72c719469045,c56904e7-c77d-4d53-b342-b7c8162ba7f7,,,0.0,Early,"Java, Algorithms, DS","ML, DL, MLOps",AWS CCP,Hackathon Winner,0,1,1,,SLU-only,Email,America/New_York,https://portfolio.example.com/schristensen.337,https://github.com/schristensen,2025-10-25T04:47:46
7eda57f5-a4ae-4698-af77-4baf66c5f7db,71caecc1-163b-4c46-ba25-4a46bbc53c6e,dce619eb-e290-4bad-a5b3-2761c9a15035,Data Engineer,0.1,Early,"Power BI, Excel, Storytelling","Communication, Teamwork",None,Published Paper,0,0,1,,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/dmann.338,https://github.com/dmann,2025-10-25T04:47:46
5b0b298d-5e7b-4f51-8612-1851d3cf59e7,b893acc2-3634-4bbb-a213-793b0073a6ba,d4b2ac05-c324-4052-9f6b-80b17129b79e,Software Engineer,0.2,Early,"ETL, Databases, Cloud","Communication, Teamwork",None,Published Paper,1,0,0,2023-12-18,Private,Phone,America/New_York,https://portfolio.example.com/rwilliams.339,https://github.com/rwilliams,2025-10-25T04:47:46
9933f82a-b7b2-46a6-aaf0-8195d42206c4,92f40a1c-e33e-49a2-85dc-7a9782a5c03f,6a9bf729-7a46-46ee-8a2c-83fc7ee060e5,Data Analyst,0.1,Early,"Network Sec, Splunk, IAM","Spark, Hadoop, PySpark",AWS CCP,Dean's List,1,1,0,,Private,Email,America/Los_Angeles,https://portfolio.example.com/chartman.340,https://github.com/chartman,2025-10-25T04:47:46
13d068d3-2e02-478c-8958-d0ee65f7c72a,3b6d62b0-527d-4a96-a608-4c0b639bfa13,3280577f-bec4-4530-90de-318ec6b3306c,Data Engineer,0.7,Early,"ETL, Databases, Cloud","ML, DL, MLOps",AWS CCP,Hackathon Winner,1,1,0,,SLU-only,Phone,America/Chicago,https://portfolio.example.com/mmarquez.341,https://github.com/mmarquez,2025-10-25T04:47:46
16225d5a-74e8-4232-a4ca-f79a005c6e75,932063bc-e30d-4d93-943b-4ae24d81119a,a80f4580-b016-4e5a-a075-fb07880c6992,QA Engineer,0.5,Early,"Java, Algorithms, DS","ML, DL, MLOps",Azure Fundamentals,,1,1,1,,SLU-only,Email,America/Chicago,https://portfolio.example.com/cmurray.342,https://github.com/cmurray,2025-10-25T04:47:46
93914797-8e9e-4dfc-b8a4-ac438cc1039f,2764e6cc-c582-45cc-a64f-a7269137fd44,,,0.0,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Security+,Hackathon Winner,1,1,0,,Public,Phone,America/Chicago,https://portfolio.example.com/jbrady.343,https://github.com/jbrady,2025-10-25T04:47:46
66884c3b-bda2-4f57-b746-4773ecbbda12,b244685f-ac33-444c-ba13-98b6c27ef05c,dae8292a-4a1a-4a28-b16d-77331517c0b6,QA Engineer,0.2,Early,"Git, CI/CD, Microservices","ML, DL, MLOps",Azure Fundamentals,,1,1,1,,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/cward.344,https://github.com/cward,2025-10-25T04:47:46
00f2a721-8e5b-4c70-815b-52999963419c,db137d02-2395-4c58-b8e0-01272e37ece0,fc84f22b-0370-44b2-afbb-2655213e06f2,Data Analyst,0.9,Early,"Network Sec, Splunk, IAM","Communication, Teamwork",AWS CCP,Published Paper,0,0,1,,Public,LinkedIn,America/Chicago,https://portfolio.example.com/danderson.345,https://github.com/danderson,2025-10-25T04:47:46
60abe63a-2e86-466e-969d-fa96225c415d,f656ab93-7c41-4a79-a5e7-aa083ca98b0a,,,0.0,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Azure Fundamentals,,0,1,0,2025-02-01,Private,Email,America/Los_Angeles,https://portfolio.example.com/dsmith.346,https://github.com/dsmith,2025-10-25T04:47:46
da3e7ab5-0ec9-4dde-9913-8692c145d389,3ff7feb7-aa88-41d4-bcd6-59eaa9916483,6dd691e9-8aa0-420f-91c1-272e54086b6b,Data Analyst,0.9,Early,"Network Sec, Splunk, IAM","Communication, Teamwork",None,Hackathon Winner,1,1,1,2024-10-17,Private,Phone,America/Los_Angeles,https://portfolio.example.com/jsosa.347,https://github.com/jsosa,2025-10-25T04:47:46
2253c272-9c73-4a94-b6c5-b2e558ca165c,cbf91bf5-afae-4e1c-95e6-5cdc69799f0e,,,0.0,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",None,Volunteer Lead,1,1,0,2025-01-02,SLU-only,Email,America/New_York,https://portfolio.example.com/eholland.348,https://github.com/eholland,2025-10-25T04:47:46
e7b2c06a-a03c-41ae-af6c-1ed643bb43f0,b7a74162-ac85-453d-bcaf-ae9c49dc9ef5,a8f82d26-e7a6-427e-bec6-ecadb73398f5,Business Analyst,0.1,Early,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",PMP,Published Paper,0,1,1,2025-10-17,Public,LinkedIn,America/Chicago,https://portfolio.example.com/jross.349,https://github.com/jross,2025-10-25T04:47:46
c814047e-d892-4c36-91bf-66bba5b013d9,014f4a41-a302-4de2-bc3e-338fad248292,c198d9bd-ed42-4b9d-8e6f-d089eac37265,Business Analyst,0.6,Early,"Network Sec, Splunk, IAM","AWS, Azure, GCP",None,Published Paper,0,1,1,,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/aspencer.350,https://github.com/aspencer,2025-10-25T04:47:46
de1adaf9-b581-4be2-bebb-dfe8804da9fa,2fa36a42-59fa-495a-bb91-404e285964a0,47e0228c-0065-411b-a90e-95d9fb91b618,Business Analyst,0.7,Early,"Network Sec, Splunk, IAM","Communication, Teamwork",AWS CCP,Hackathon Winner,0,0,0,,SLU-only,Email,America/Chicago,https://portfolio.example.com/spatterson.351,https://github.com/spatterson,2025-10-25T04:47:46
fb394260-5ecf-4e18-90b9-29032993dd06,ed2909c0-6a20-4f82-9dda-af8e17563714,fb5ba246-1e53-467c-846f-90f4f94b05d8,Software Engineer,0.4,Early,"Python, SQL, Statistics","SIEM, SOC",Security+,Dean's List,1,0,1,,Public,Phone,America/New_York,https://portfolio.example.com/cwoodard.352,https://github.com/cwoodard,2025-10-25T04:47:46
e3e26443-4ed6-4b7c-b89f-fb90b8b37ac0,c0e4b5f5-ee06-4793-85e3-d159ca78b46c,b27ba0c3-ad27-4f63-bd0f-0e6ba53a3079,QA Engineer,0.7,Early,"Power BI, Excel, Storytelling","SIEM, SOC",Azure Fundamentals,Dean's List,0,0,0,2025-01-19,SLU-only,Phone,America/Chicago,https://portfolio.example.com/dhale.353,https://github.com/dhale,2025-10-25T04:47:46
da7a83ea-5cdc-4e42-9f25-9f7d58bb26ef,f93ca089-a58f-45f4-a369-668f64e48f09,bf0c44f1-25c4-42c2-8bc7-0843f240b165,QA Engineer,0.4,Early,"Java, Algorithms, DS","DAX, Modeling, Dashboards",None,Dean's List,0,1,0,,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/cwatkins.354,https://github.com/cwatkins,2025-10-25T04:47:46
77dc4027-9115-43bd-ba94-0a9b384c4621,367fc75f-343a-409e-b6eb-bf76f9d7bba3,40af3e20-c025-4bfa-bc8f-c7cca8211e79,Data Analyst,0.4,Early,"ETL, Databases, Cloud","ML, DL, MLOps",Security+,Dean's List,0,1,0,,Private,LinkedIn,America/Chicago,https://portfolio.example.com/vscott.355,https://github.com/vscott,2025-10-25T04:47:46
7bef2d53-005d-4f91-8846-35223d816c57,737466ca-2cc8-4769-9b3a-9bfa06212196,,,0.0,Early,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",None,,0,1,0,,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/mcook.356,https://github.com/mcook,2025-10-25T04:47:46
f071afff-03d4-4e63-aad1-ee45a758d195,ca14aede-77ee-416d-8d72-b173536793d1,,,0.0,Early,"ETL, Databases, Cloud","ML, DL, MLOps",PMP,Volunteer Lead,1,0,0,,Public,Email,America/New_York,https://portfolio.example.com/eturner.357,https://github.com/eturner,2025-10-25T04:47:46
8a94ed62-1654-4de0-a54e-ea6666639241,525c42c6-79e7-416c-a4af-0f5080826a7c,,,0.0,Early,"Power BI, Excel, Storytelling","SIEM, SOC",None,,0,1,0,,Private,Phone,America/New_York,https://portfolio.example.com/progers.358,https://github.com/progers,2025-10-25T04:47:46
fd1c9543-d147-412f-8257-4f6674d1fb9a,7d9404a5-9853-4d23-84f5-c8126b2f376f,a46c958c-d07c-49f1-ad36-dfe718d5a31d,Data Engineer,0.3,Early,"Java, Algorithms, DS","Communication, Teamwork",Security+,Published Paper,0,1,1,,Private,Phone,America/New_York,https://portfolio.example.com/wsnyder.359,https://github.com/wsnyder,2025-10-25T04:47:46
