job_id,student_id,employer_id,job_title,job_family,job_level,job_type,employment_mode,location_city,location_state,location_country,offer_date,offer_accept_date,start_date,end_date,salary_currency,salary_base_annual,bonus_target_pct,visa_type,source_channel,created_at
cee1d2dc-1b3e-4f0b-ab5c-2712db2b43cc,bbdeaaec-29ff-436e-b5fe-b8580fa7a428,862242fe-4a88-4f3a-bef7-f30736976924,QA Engineer,Analytics,Junior,Full-time,Remote,Seattle,WA,USA,2024-11-26,2024-11-26,2024-12-15,2025-09-24,USD,108167.0,10.16,OPT,Referral,2025-10-25T04:47:46
24b20dd6-266b-4d80-b373-440a647c0822,6b4f466b-f211-429c-a499-e0fbfd05019c,b54e05f5-e52e-4298-8301-4072de4b321d,Security Analyst,Security,Mid,Full-time,On-site,Austin,TX,USA,2025-01-31,2025-02-07,2025-02-12,,USD,97852.0,16.52,None,Career Fair,2025-10-25T04:47:46
1c5a0322-ef63-40c5-8139-85d45e97d5b7,3b6c036b-91f6-4bce-8306-957b883c06ab,b0c510e2-d3cf-440e-8a86-d14a22e1be89,Software Engineer,Security,Mid,Contract,Hybrid,San Jose,CA,USA,2024-12-05,2024-12-10,2024-12-31,,USD,65148.0,16.99,OPT,Handshake,2025-10-25T04:47:46
f142b161-5fca-427d-9060-0276791f4f29,da817c28-7d89-4066-adc2-c7ab9e19d006,cc51b71f-b1cb-45ea-b36a-b44fe0544cb8,Data Engineer,Security,Mid,Internship,On-site,Dallas,TX,USA,2024-11-05,2024-11-10,2024-11-22,,USD,105633.0,12.81,None,Handshake,2025-10-25T04:47:46
c90263d6-e4b7-4d99-9c69-6d198c0f3108,2e4e3989-1760-457a-aed5-5620e1b69633,81efb049-b470-4d47-957f-5fdc0d69124a,Data Engineer,Engineering,Intern,Internship,On-site,San Jose,CA,USA,2024-11-19,2024-11-24,2024-12-27,,USD,76861.0,17.2,OPT,Referral,2025-10-25T04:47:46
0ba98990-9dcb-40f2-9a56-b9f208c2f87d,9bbb158d-269c-4072-9e2d-a9bfb337f223,13096dc4-95da-4aef-962c-d7b1190d0941,QA Engineer,Engineering,Junior,Full-time,Hybrid,Dallas,TX,USA,2024-12-11,2024-12-15,2025-01-07,,USD,91261.0,18.67,None,Direct Apply,2025-10-25T04:47:46
53e81313-c2e7-42db-ad2d-c17f1d197a06,8e8b484d-ce39-4612-9ddb-3aab0b0cc056,cba18ed3-82f2-4593-9f02-d90a319882ea,Software Engineer,Consulting,Junior,Full-time,Hybrid,New York,NY,USA,2025-09-25,2025-09-25,2025-10-02,,USD,93394.0,10.32,None,Direct Apply,2025-10-25T04:47:46
fdca89bb-7589-4bed-8026-197cd4378e83,233aa837-da28-4b45-9e54-a5a38b928d06,762599f7-0869-4d9d-b881-4a14d202460a,Security Analyst,Consulting,Senior,Contract,On-site,St. Louis,MO,USA,2025-08-08,2025-08-10,2025-09-14,2026-06-24,USD,90042.0,18.87,None,Handshake,2025-10-25T04:47:46
c52b5196-6ea7-4bdd-845d-4e863c01970f,50f6e0ed-090e-474a-a84a-f3d8fe375ddf,bcc45d3f-24f2-4b8a-8afe-95feb596df8d,Business Analyst,Quality,Intern,Contract,Hybrid,Dallas,TX,USA,2025-03-27,2025-04-02,2025-04-02,,USD,87523.0,4.75,None,LinkedIn,2025-10-25T04:47:46
d59dfe89-b7da-46e7-abce-58ca98f7e6fd,e9d611d4-4edb-43b3-9f2f-c039eb168dda,439e77da-895e-4e0f-8440-898b281ed04a,Associate Consultant,Consulting,Intern,Full-time,Hybrid,Austin,TX,USA,2025-01-30,2025-02-05,2025-02-01,,USD,96691.0,16.55,None,LinkedIn,2025-10-25T04:47:46
a4e2463b-d8a6-4e0a-b50e-97999169284a,ee3f6e82-3350-472d-acda-52ad7baeecc1,e105bca8-f4d0-41f2-aabd-f5c43a986589,Data Engineer,Analytics,Senior,Full-time,Hybrid,Seattle,WA,USA,2024-12-02,2024-12-04,2024-12-21,,USD,63700.0,11.88,STEM OPT,Direct Apply,2025-10-25T04:47:46
3635913e-72fd-44ae-a845-319c478d7a7d,cb5baccd-3a8d-43fd-9198-6d965c17d413,8b32c992-d66f-40c0-be0e-717242f62601,Business Analyst,Quality,Senior,Internship,Remote,Seattle,WA,USA,2024-12-10,2024-12-13,2025-01-18,2025-04-30,USD,95540.0,4.31,STEM OPT,LinkedIn,2025-10-25T04:47:46
136ed01b-b203-4e87-bc65-f5644e5e08a0,a260ef2a-44eb-4bc4-8cde-92c28ee2224c,f4846560-b761-491b-b707-5110d1d1d793,Security Analyst,Consulting,Senior,Internship,Hybrid,Chicago,IL,USA,2025-04-29,2025-05-04,2025-05-28,,USD,104126.0,8.7,STEM OPT,Handshake,2025-10-25T04:47:46
47a98fc7-9c73-4a0b-9d99-63f2da1c593c,6c47b1ce-57be-420a-a3b6-5f8c05363872,86e8721b-b2a8-4754-8183-94b5eeea1206,Data Engineer,Engineering,Junior,Full-time,Hybrid,St. Louis,MO,USA,2025-08-08,2025-08-14,2025-09-14,,USD,115825.0,5.97,OPT,Direct Apply,2025-10-25T04:47:46
98f153a1-b5ba-404e-98dd-13edc409c7bc,7f17df2d-385b-436f-ab0b-426abdc4cb7b,baf25d74-8675-4c5a-bd42-0dbf68b22899,QA Engineer,Consulting,Intern,Contract,Hybrid,St. Louis,MO,USA,2025-07-27,2025-07-28,2025-08-31,,USD,97504.0,5.73,None,Career Fair,2025-10-25T04:47:46
9d1f1530-05c0-472d-963d-a57bfdd8283a,1e7c2327-d3b7-49d4-8faa-807ff0bc9385,082714eb-516e-4f3a-96a0-bf9df123d809,Business Analyst,Consulting,Junior,Full-time,Hybrid,San Jose,CA,USA,2025-08-10,2025-08-14,2025-09-03,,USD,94452.0,15.47,STEM OPT,Referral,2025-10-25T04:47:46
b4f94d2d-b97b-4a3d-bee7-fd95094a5c55,e198d4cb-2609-449e-8d9a-f666a22b03c1,7018dc09-0da4-4923-8b22-1bbcbf0d6799,Business Analyst,Analytics,Intern,Full-time,Remote,St. Louis,MO,USA,2025-07-06,2025-07-07,2025-07-29,,USD,95707.0,12.8,None,LinkedIn,2025-10-25T04:47:46
b2f40344-43af-4e0b-8d50-7f49d54e4c77,4fb5395c-c978-4387-96ce-bfd551253b1c,21e72dfe-9edb-4180-86ce-7ab3d37885d8,Software Engineer,Analytics,Senior,Internship,Remote,Austin,TX,USA,2024-12-11,2024-12-16,2024-12-31,,USD,64652.0,12.72,OPT,Handshake,2025-10-25T04:47:46
9d2d7b18-800f-49b4-b142-03ef020b4ab5,dc3433b3-81ff-483b-857d-e6a9eadec5eb,65c3d47f-9684-456c-bba6-b5770296065b,QA Engineer,Analytics,Intern,Contract,Remote,San Jose,CA,USA,2025-04-06,2025-04-06,2025-04-23,,USD,102632.0,11.57,None,Handshake,2025-10-25T04:47:46
d52c02b0-e55f-4201-a5c8-6219708ef098,672729e9-4672-4943-b6bd-aa093ee25614,ff3780f3-e297-46fe-b2d5-2f2fc754cb09,Data Analyst,Engineering,Mid,Full-time,On-site,New York,NY,USA,2024-10-30,2024-11-01,2024-11-17,,USD,115858.0,18.86,OPT,LinkedIn,2025-10-25T04:47:46
88aa08d8-154d-490c-9171-3df333a8ddc4,532b4f4f-6e9a-4401-9c12-1a75c2a9271f,9ce4a788-1fcb-434a-9a73-89eb41483973,Business Analyst,Security,Senior,Contract,Remote,Chicago,IL,USA,2024-12-01,2024-12-03,2024-12-24,,USD,118749.0,10.72,None,Referral,2025-10-25T04:47:46
64e1c255-d2bc-4440-a053-91a6f97ea113,f2609884-d4ff-474f-8446-8c2c3f1ec672,6cd37667-d254-4281-9028-4c4825583760,Data Engineer,Analytics,Intern,Internship,On-site,Chicago,IL,USA,2025-07-31,2025-08-05,2025-08-12,,USD,84529.0,1.63,None,Handshake,2025-10-25T04:47:46
410881f4-de13-4383-9f5d-c91f84415655,62e1ca0d-6106-40a6-9f65-cf4165ea4a6a,04ce6369-9e7e-4ecc-bb52-45475af33887,Security Analyst,Analytics,Mid,Internship,On-site,Dallas,TX,USA,2025-06-06,2025-06-07,2025-06-28,,USD,68969.0,16.05,STEM OPT,Career Fair,2025-10-25T04:47:46
bdec1a15-ca75-4022-8f81-a1c36f449c33,aa746a3c-5544-489f-b9d9-f54fc6765678,931a0e2b-57a7-42b6-bdab-12721b26f674,Security Analyst,Engineering,Senior,Full-time,Hybrid,Hyderabad,,India,2024-10-30,2024-11-03,2024-11-10,,USD,96566.0,5.44,OPT,LinkedIn,2025-10-25T04:47:46
16c0198a-e337-4cc2-8d9d-29fa05bc12b2,6c775efe-806f-496d-9085-e411f36d7b02,4affb7ec-7032-4eb7-ba40-77b628bef878,Associate Consultant,Quality,Mid,Internship,Remote,San Jose,CA,USA,2025-07-04,2025-07-07,2025-08-07,,USD,87854.0,6.9,STEM OPT,Handshake,2025-10-25T04:47:46
e8283240-634f-4262-9d1a-e449a08313b7,c0d141cb-af8d-4dcf-b64b-fbfd511cf30a,14d8d61b-ca15-4406-9b9e-feff1eeb310c,QA Engineer,Security,Intern,Contract,Hybrid,San Jose,CA,USA,2025-04-10,2025-04-10,2025-05-13,,USD,70376.0,9.83,None,Direct Apply,2025-10-25T04:47:46
63a95964-3b02-46d8-aa9e-82da48e10a44,f02c2601-3c18-4fc5-95d6-f75b355f6b6a,b062f236-057d-4e89-8edf-96514890982c,Associate Consultant,Analytics,Senior,Full-time,On-site,San Jose,CA,USA,2025-05-24,2025-05-25,2025-06-19,,USD,90485.0,19.94,STEM OPT,LinkedIn,2025-10-25T04:47:46
91118c24-cc42-4e53-9bcf-40a6cc23d855,e767f4dd-bce2-4ad2-84bb-4463758c5c92,6dd691e9-8aa0-420f-91c1-272e54086b6b,Software Engineer,Analytics,Senior,Internship,Hybrid,Seattle,WA,USA,2025-09-22,2025-09-26,2025-09-30,,USD,86146.0,5.37,STEM OPT,Handshake,2025-10-25T04:47:46
fc953fa4-70fe-48c6-8d44-578f3675d249,1582eb8c-43cd-4f60-bdda-9f5e434d2c3f,a9557677-4584-472f-a939-ff75710fa1da,Security Analyst,Analytics,Senior,Full-time,On-site,New York,NY,USA,2025-02-05,2025-02-12,2025-03-13,,USD,100477.0,6.27,OPT,Referral,2025-10-25T04:47:46
8d9ff155-4f6a-4c45-a157-e0f7cb7493b4,a771a669-07c9-47fc-b1cb-90a3009be2b2,025a53d7-4960-4852-96d8-bdc5a787a01c,Data Analyst,Analytics,Senior,Full-time,Hybrid,Seattle,WA,USA,2024-12-26,2024-12-31,2025-01-20,2025-07-24,USD,89945.0,11.97,None,Career Fair,2025-10-25T04:47:46
b895c985-cd39-4432-a4e8-e8939c093505,8ca5db7d-340d-42d6-9f18-12a3fe3a0231,de9fd3cc-c628-4065-8e0e-171c10c308d1,Software Engineer,Consulting,Intern,Full-time,Hybrid,Seattle,WA,USA,2025-09-12,2025-09-13,2025-09-15,,USD,78410.0,8.93,None,Handshake,2025-10-25T04:47:46
0f3f90d5-b3ba-42b7-8f7c-40796842de18,3eb7abf9-530a-44e8-bbc3-2ef5e49ab42a,fec1c5d4-33a4-4698-9310-27b0f0ea0864,Associate Consultant,Engineering,Intern,Internship,Hybrid,St. Louis,MO,USA,2025-02-13,2025-02-15,2025-02-22,,USD,116398.0,16.45,None,Career Fair,2025-10-25T04:47:46
87e492e3-b50b-40d3-9ca0-a358f87bc8de,912564cb-da24-4a47-91aa-e6d8886b4c98,9ed69595-a672-4770-8655-c3167faa1ca4,Business Analyst,Engineering,Mid,Contract,Remote,Chicago,IL,USA,2024-12-30,2025-01-02,2025-01-22,2025-07-19,USD,83223.0,5.78,OPT,Referral,2025-10-25T04:47:46
259a7667-e99e-42c9-9abc-8eb85db03e5e,7e055f80-76b6-4d31-9d78-2323c5692784,f037ff95-f089-4eca-9a69-061629b6c39b,Associate Consultant,Security,Junior,Contract,On-site,Dallas,TX,USA,2025-05-19,2025-05-22,2025-06-08,,USD,108871.0,13.37,None,Referral,2025-10-25T04:47:46
800b95de-5bb8-43c4-a3fb-4a2514ca9e78,901badaf-9ce4-487a-870a-fd47132ca2ba,cf08feda-0a2c-40ef-a16e-5b7518e8e254,Business Analyst,Engineering,Senior,Internship,Remote,Seattle,WA,USA,2025-07-18,2025-07-23,2025-08-01,,USD,90619.0,18.13,STEM OPT,Direct Apply,2025-10-25T04:47:46
0feac34d-01b0-4121-8108-0298b43579dc,dd7ca99e-152b-4a1e-8d06-4b6cefbc3bde,c6233ced-ed5b-4f13-a27b-44da41f88286,Data Analyst,Quality,Senior,Contract,Remote,Austin,TX,USA,2024-10-07,2024-10-07,2024-11-08,,USD,110687.0,6.8,None,Career Fair,2025-10-25T04:47:46
af56c2be-8d8d-4139-aacb-be0f5e5ede19,77aa6118-8d33-4712-96cf-ace2a2ad46b7,ae9dca21-b02c-4e3e-827f-1e178fc099d0,Software Engineer,Engineering,Mid,Internship,On-site,Chicago,IL,USA,2025-03-07,2025-03-13,2025-03-26,,USD,118042.0,8.61,None,Direct Apply,2025-10-25T04:47:46
db7aa8e8-611f-4b30-9167-7817b07a0f7f,090e2e03-afcd-4647-bea6-b2a9778e9658,faf2fb71-79df-4a79-bd15-4179afff8b9f,Business Analyst,Quality,Senior,Internship,On-site,St. Louis,MO,USA,2025-06-04,2025-06-07,2025-06-07,,USD,85115.0,8.44,None,Handshake,2025-10-25T04:47:46
96c7e7bd-5294-4554-b716-3b9de45789c1,da817c28-7d89-4066-adc2-c7ab9e19d006,050f9ade-7631-42fb-b7fc-9261b976cf7f,Data Engineer,Engineering,Junior,Full-time,Remote,St. Louis,MO,USA,2024-12-09,2024-12-09,2024-12-26,,USD,100813.0,11.06,None,Career Fair,2025-10-25T04:47:46
53b45edb-1807-4602-90d5-f617b6c70136,ea185853-8619-4038-bb87-9e08c7b539d2,2fb55412-9aee-4a3d-b592-56877f963693,Business Analyst,Engineering,Junior,Internship,On-site,New York,NY,USA,2025-09-27,2025-09-27,2025-10-03,,USD,75434.0,19.87,None,Direct Apply,2025-10-25T04:47:46
356ee330-0568-4070-8be3-cbf0222398d7,b01f1cab-888f-4686-86c9-0ca1bd91496d,84e55ff5-9104-432f-8879-ec71e75ea19f,Associate Consultant,Quality,Junior,Contract,On-site,San Jose,CA,USA,2025-05-21,2025-05-23,2025-05-24,2026-04-01,USD,105241.0,12.47,None,Referral,2025-10-25T04:47:46
86d62229-4b5f-4414-9d48-d05c59853d85,074ad464-e465-4b07-b8a0-9aad2326ff02,6e986363-5609-4bfb-9408-ef060807bc86,Software Engineer,Security,Intern,Full-time,Remote,Dallas,TX,USA,2024-11-19,2024-11-25,2024-12-28,,USD,86214.0,1.37,OPT,Direct Apply,2025-10-25T04:47:46
e861ddc4-bf9d-4320-b6ee-cf20df03cc81,066ae1af-13a2-4a58-9403-2ef889d2d5ae,4a0fbad9-b4ed-4ab6-a704-e55d2aa0ed8d,Security Analyst,Analytics,Intern,Internship,On-site,Hyderabad,,India,2024-10-25,2024-11-01,2024-11-14,,USD,93909.0,12.96,OPT,Career Fair,2025-10-25T04:47:46
3d245493-0452-4d18-b555-97eb07173597,70421d44-2e75-4d1b-8881-ee4f52bc05d7,d1e11032-c367-4779-8b79-4a25f7a82b06,Security Analyst,Security,Senior,Contract,Hybrid,San Jose,CA,USA,2025-02-28,2025-02-28,2025-04-01,,USD,81852.0,3.51,STEM OPT,Career Fair,2025-10-25T04:47:46
accb9608-f789-4495-a023-8ac890fbeb7e,162f2637-0ae8-44ca-9db6-54cf8a7fd7cf,4ce78599-69a6-4131-bf9b-3a6dfe2ae2ae,Data Analyst,Consulting,Senior,Internship,Hybrid,St. Louis,MO,USA,2025-06-19,2025-06-26,2025-07-27,2026-01-07,USD,108307.0,14.25,None,Career Fair,2025-10-25T04:47:46
06029ed3-1939-420f-81fd-3157c8ef8cff,64d882a4-7442-4298-8857-4a67da1a585c,3245cb18-d604-4fae-bcfa-61d90d6c04d2,Data Analyst,Quality,Intern,Full-time,On-site,Dallas,TX,USA,2025-08-06,2025-08-10,2025-08-14,,USD,81070.0,9.95,STEM OPT,Direct Apply,2025-10-25T04:47:46
37ed73bf-7e3c-43d1-99ab-1bd033d7e6bb,7d9404a5-9853-4d23-84f5-c8126b2f376f,862d7dc9-0a9b-441a-abcf-b9042e5231da,Associate Consultant,Engineering,Junior,Internship,Remote,Hyderabad,,India,2025-03-18,2025-03-24,2025-04-01,2025-12-21,USD,88992.0,13.21,STEM OPT,Referral,2025-10-25T04:47:46
6d8f8fa0-a2c4-431e-8cdb-7d6f48ba4b53,26466643-f361-41f4-9426-d8503eeb91b1,0b23334b-88f1-4d00-b785-e30fe6aa6b36,Security Analyst,Consulting,Junior,Full-time,On-site,New York,NY,USA,2025-08-01,2025-08-07,2025-09-01,2026-08-31,USD,84277.0,11.82,None,Direct Apply,2025-10-25T04:47:46
65b31cc8-dca1-422b-a140-cca7a4d28d7c,7edfd424-6827-4cd4-aafb-bcf75a6b4a60,eef57293-59b4-472f-8a3e-b2af98faf9ac,Business Analyst,Analytics,Mid,Contract,On-site,Chicago,IL,USA,2025-02-05,2025-02-10,2025-02-23,,USD,99328.0,11.0,OPT,Career Fair,2025-10-25T04:47:46
e27fdaba-e301-495f-b7f3-707ce2c9b052,d0c1cfe2-ce83-4289-9bb8-e7e952362535,403fdaa5-9274-4804-9525-903ee35f51d4,Business Analyst,Engineering,Senior,Full-time,Hybrid,Dallas,TX,USA,2024-12-20,2024-12-26,2025-01-24,2025-12-26,USD,93613.0,8.92,STEM OPT,Career Fair,2025-10-25T04:47:46
ae80ae35-7b4f-466e-b7a0-3599a94716c6,84bcc218-ce8e-42c5-97f3-ce25768caa1e,94e25f31-8a44-4443-933a-c8506b3f9921,Data Analyst,Consulting,Senior,Contract,Remote,Seattle,WA,USA,2025-02-26,2025-03-02,2025-03-27,,USD,68955.0,10.03,None,Referral,2025-10-25T04:47:46
88bf2def-fcd1-4d08-99a9-d037599694ba,12e70426-7660-4801-9cdc-5350387c80cd,49473205-ea83-4e07-84fc-f55ce7c353ce,Security Analyst,Security,Senior,Contract,Hybrid,Dallas,TX,USA,2024-12-04,2024-12-11,2025-01-03,,USD,105894.0,19.09,None,Direct Apply,2025-10-25T04:47:46
fb01e919-d102-4b2a-9a95-e6a825d918bd,be35fb34-efa9-461d-b53f-d2d31de3d731,173d76fb-8369-4d4d-a2c4-a64a82edf4be,Business Analyst,Analytics,Intern,Contract,Hybrid,Hyderabad,,India,2025-05-14,2025-05-17,2025-06-14,2026-02-03,USD,115956.0,12.7,STEM OPT,Handshake,2025-10-25T04:47:46
515cf921-2fb1-4f2e-a167-3a253be15f63,26eb3c46-3272-4bda-846b-318e9add5f82,2b368735-c523-4400-b9e6-89e698a738db,Software Engineer,Consulting,Junior,Internship,On-site,Dallas,TX,USA,2025-06-09,2025-06-11,2025-06-15,,USD,62626.0,11.54,OPT,Referral,2025-10-25T04:47:46
f4526cdc-2b01-4db7-ae0f-9225db0db302,b050c9af-a08a-4d65-997a-ef7d0aa7a675,39acd9b4-dab8-441d-9546-92379cb51a10,Data Analyst,Quality,Mid,Full-time,On-site,Dallas,TX,USA,2024-11-03,2024-11-05,2024-11-09,,USD,86671.0,4.08,None,LinkedIn,2025-10-25T04:47:46
a820443e-fc8f-4d44-9d96-b4c9e49a2c74,f58373d6-e324-405a-bf13-d23a445f1206,6bca5f5e-a619-4e8d-b871-e69c4d3f352d,Security Analyst,Engineering,Intern,Contract,Remote,New York,NY,USA,2025-06-08,2025-06-12,2025-07-07,,USD,102616.0,0.37,None,Career Fair,2025-10-25T04:47:46
525de95f-acfb-4e7f-af6e-bf070c5756ce,69fd2402-ce35-4641-b12f-384fbeca6b8a,23d2df0b-afa1-4320-97c7-e51e404dceea,Security Analyst,Security,Senior,Contract,Hybrid,Austin,TX,USA,2024-11-21,2024-11-24,2024-12-16,,USD,99811.0,8.47,None,LinkedIn,2025-10-25T04:47:46
ba28551b-4b1a-4c02-928f-8ad411a53b85,b87de1ad-cdb0-4f13-b60c-c28e1ff84ee9,dd3c525f-0c3b-4885-bcb6-7978492d0452,Data Analyst,Quality,Mid,Internship,On-site,Dallas,TX,USA,2025-07-01,2025-07-04,2025-07-03,,USD,103543.0,7.85,STEM OPT,LinkedIn,2025-10-25T04:47:46
6ce284e0-857e-4211-aa38-34b78265b248,2518a2f1-1a45-4b3c-8b2f-2ee11f9b197e,784aa3fe-5b16-4fec-b925-a13c9489c6fe,Data Analyst,Security,Mid,Full-time,Remote,St. Louis,MO,USA,2024-12-11,2024-12-17,2024-12-15,,USD,97959.0,7.07,None,Career Fair,2025-10-25T04:47:46
94e06262-55ee-444a-b412-67e8862359f2,29bf32b6-42f0-4972-bca7-fe2bbd38d03b,e6600ce6-16d1-483e-a966-f3c2c3905db2,QA Engineer,Security,Junior,Internship,Remote,St. Louis,MO,USA,2025-06-11,2025-06-15,2025-07-05,,USD,88077.0,14.93,None,Direct Apply,2025-10-25T04:47:46
d63ac77a-19d8-46a6-8665-ca87bf8bdeb7,db137d02-2395-4c58-b8e0-01272e37ece0,56f63d87-cdee-477b-b6b4-646169878500,QA Engineer,Consulting,Senior,Full-time,On-site,Dallas,TX,USA,2024-10-17,2024-10-22,2024-11-09,,USD,85340.0,17.12,STEM OPT,Handshake,2025-10-25T04:47:46
ddfab912-c9b8-4bcf-9e7d-3af925418fce,99ca59bd-44e2-4e93-b2ee-b28b5502946f,76d1cc5e-7e0a-4b43-8f8f-2acba22568ae,Security Analyst,Engineering,Intern,Full-time,Hybrid,Chicago,IL,USA,2025-01-24,2025-01-28,2025-03-02,,USD,89512.0,1.24,OPT,Direct Apply,2025-10-25T04:47:46
5f017f52-a6ac-4963-a323-428fa7d757bd,e73f317a-6ced-4d1d-b005-927b1431ef3e,862242fe-4a88-4f3a-bef7-f30736976924,Data Analyst,Analytics,Junior,Internship,Remote,Seattle,WA,USA,2024-12-13,2024-12-13,2025-01-05,,USD,85412.0,1.95,None,Referral,2025-10-25T04:47:46
2305b422-af2a-4ac0-a1c5-138f1844d468,eabda4e1-c4e2-47e9-977b-9e15a302b796,658c4a90-1740-46be-9e26-bcfa2c38b3c9,Data Analyst,Analytics,Intern,Contract,On-site,Hyderabad,,India,2025-03-15,2025-03-17,2025-03-31,,USD,109765.0,3.16,None,Handshake,2025-10-25T04:47:46
0de96a92-2285-4bcc-848a-5e30e55fa127,804a7bdd-2198-4609-b548-7abd6d83bed5,c545585b-81e9-4bea-86bf-bed2745e675d,Data Engineer,Security,Intern,Contract,Hybrid,Dallas,TX,USA,2025-08-08,2025-08-15,2025-08-15,,USD,118015.0,17.33,None,LinkedIn,2025-10-25T04:47:46
b0fd214e-05a1-401c-a0b4-d1ba5ea375e9,a98a158a-b047-4f72-806d-677a150d5178,428a2ba6-2e6c-4d3c-af22-804035c733da,Business Analyst,Security,Mid,Full-time,Remote,Hyderabad,,India,2024-11-24,2024-11-28,2025-01-02,,USD,85366.0,13.1,None,Referral,2025-10-25T04:47:46
59fbfe46-f96a-4de2-8bf4-106c830cef76,205c41b8-0bbe-4996-8d6b-81a35f7c56b8,79f65416-254e-4e26-88bb-f0dbd0c1b4bb,Software Engineer,Analytics,Junior,Internship,Remote,Seattle,WA,USA,2025-08-11,2025-08-12,2025-08-15,2026-04-25,USD,105160.0,2.15,STEM OPT,LinkedIn,2025-10-25T04:47:46
3d1e46a2-13cb-4e31-bbcc-ed28d7e9b46b,860a31cc-71fd-4814-a81e-ff15bfabc881,f47e98d3-785c-4386-823f-619ff7b0bd5c,QA Engineer,Analytics,Senior,Contract,Remote,Hyderabad,,India,2025-08-13,2025-08-17,2025-08-16,,USD,109590.0,9.71,None,LinkedIn,2025-10-25T04:47:46
15f18294-bcd9-48b2-8e71-efa9db921524,85f4c51b-600f-42ab-86ad-68e540f18a19,8fd2afc7-f1f8-48ed-8196-af80ad595eb9,Data Engineer,Quality,Senior,Internship,Remote,Seattle,WA,USA,2025-08-19,2025-08-25,2025-09-15,,USD,85544.0,1.09,None,Direct Apply,2025-10-25T04:47:46
9f05af9a-d942-4ebf-bbea-c5a334245351,1083d94f-7f07-4269-af97-17138ee69f12,3f66c3f7-382c-4df5-b570-197ca2e82d16,QA Engineer,Consulting,Intern,Internship,Hybrid,Hyderabad,,India,2025-01-31,2025-02-01,2025-02-26,,USD,95224.0,13.99,None,LinkedIn,2025-10-25T04:47:46
6af25f83-9b67-44ee-bbae-adbf0a42944e,13b22a6d-10c4-4e19-97b2-93be327996fe,f4a4ed29-3951-490c-95b4-7f872b2b1c74,Business Analyst,Consulting,Senior,Contract,Remote,Hyderabad,,India,2025-03-30,2025-03-31,2025-04-26,2026-03-11,USD,88826.0,14.71,None,LinkedIn,2025-10-25T04:47:46
bbcc9450-158b-47d1-844f-4bcf2ba78882,ce6bfbcc-3381-4517-8712-eb3c4dcda869,cc2e39ba-6e08-4b04-933b-fe3a4b4ae5a6,Security Analyst,Analytics,Junior,Contract,Remote,Dallas,TX,USA,2025-06-02,2025-06-02,2025-06-11,,USD,113040.0,18.33,OPT,Handshake,2025-10-25T04:47:46
74e74e13-33ab-4198-8913-fe661df30ffd,e6d9d86d-81b7-476d-9814-f8e3f2e43a6e,f91e902d-9470-4644-bb6d-d2ce0556fc52,Data Engineer,Analytics,Mid,Contract,On-site,Dallas,TX,USA,2025-06-10,2025-06-13,2025-06-26,,USD,110016.0,10.77,None,LinkedIn,2025-10-25T04:47:46
cc92f531-01ff-4403-92e3-0062458afcd3,2c6a3f85-b889-4858-bf38-cffbe388878e,488ccf46-6e64-410e-8ceb-1bd076dfd212,Business Analyst,Analytics,Senior,Contract,Hybrid,New York,NY,USA,2025-07-12,2025-07-19,2025-07-26,,USD,108251.0,19.01,OPT,Direct Apply,2025-10-25T04:47:46
cb6ef163-608d-417f-8788-d056c31ca63c,b467c173-894c-451e-a6b0-c48c5ffa8db7,8d68d4d7-73df-4fd0-833f-34e3b67a46a1,Data Engineer,Engineering,Mid,Full-time,Remote,St. Louis,MO,USA,2025-09-17,2025-09-24,2025-10-01,,USD,99037.0,2.89,STEM OPT,Career Fair,2025-10-25T04:47:46
56913b90-5883-4c6f-b397-ee3f99ab1d27,91b4c731-de25-4ac2-9fa8-2d66d81301bd,64e2b643-87ae-4a2d-a3f6-b1aafbdc4bb7,Associate Consultant,Quality,Senior,Contract,Remote,St. Louis,MO,USA,2025-10-14,2025-10-15,2025-10-24,,USD,88848.0,18.62,STEM OPT,Direct Apply,2025-10-25T04:47:46
6075da93-8b4b-4044-8fea-f15e2c6073ee,e6fb4cb6-954b-41bf-a8e3-d3fb60f7b49e,e6887833-6c5a-489e-ae62-393f7d46a1f2,Security Analyst,Quality,Mid,Contract,Remote,Austin,TX,USA,2025-06-24,2025-06-27,2025-07-28,,USD,64651.0,0.81,STEM OPT,Career Fair,2025-10-25T04:47:46
6fb77909-2e57-4265-92ee-01f8e9661431,9236d673-a1b0-4b90-9515-4b0f1f50c917,e49741fe-172d-4570-b7a8-27cd7915bcd9,Data Engineer,Analytics,Mid,Full-time,Remote,Austin,TX,USA,2025-07-15,2025-07-20,2025-08-06,,USD,110269.0,7.0,None,LinkedIn,2025-10-25T04:47:46
ed3380e2-6857-47e1-af2e-972e66adc87a,81351016-d663-4042-881b-0f31978259fe,dd48a290-4eb3-490c-ad99-4d9cde43baaf,Associate Consultant,Analytics,Intern,Internship,Hybrid,St. Louis,MO,USA,2025-07-18,2025-07-24,2025-08-25,,USD,107018.0,10.48,OPT,Handshake,2025-10-25T04:47:46
