event_id,event_name,event_type,event_theme,event_description,start_datetime,end_datetime,timezone,delivery_mode,location_venue,location_city,location_state,location_country,organizer_unit,organizer_contact_email,capacity,rsvp_required,registrations_count,attendees_count,feedback_score_avg
2ace6a56-f94e-4cae-8e55-9ed929102f57,Webinar 0221 • Resume & Interview Mastery,Webinar,Resume & Interview Mastery,Join us for webinar on resume & interview mastery.,2026-02-26 10:00:00,2026-02-26 12:00:00,America/New_York,In-person,Chaifetz Arena,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,504,1,131,131,4.47
0e9fdf99-11c1-4782-829e-4e41cb5cb934,Workshop 0222 • Networking Night,Workshop,Networking Night,Join us for workshop on networking night.,2026-01-31 10:00:00,2026-01-31 12:00:00,America/New_York,Virtual,Data Science Hub,Seattle,WA,USA,Career Services,careerservices@slu.edu,139,1,139,139,4.28
cb531f0b-2ff1-4ccd-b75b-b804af3bba4a,Meetup 0223 • Employer Spotlight,Meetup,Employer Spotlight,Join us for meetup on employer spotlight.,2026-03-11 18:00:00,2026-03-11 21:00:00,America/Los_Angeles,In-person,Global Webinar Room,Online,,USA,Alumni Office,alumni@slu.edu,99,1,99,99,3.82
05dfeade-7df8-45a2-9ecf-065c52758762,Guest Lecture 0224 • AI & Data Analytics Careers,Guest Lecture,AI & Data Analytics Careers,Join us for guest lecture on ai & data analytics careers.,2026-01-22 14:00:00,2026-01-22 18:00:00,America/Los_Angeles,In-person,Tech Innovation Lab,Austin,TX,USA,Cybersecurity Center,cybercenter@slu.edu,203,1,203,203,4.03
ab4d39b3-f55c-4248-845a-dcf937282144,Career Fair 0225 • Cloud & DevOps Pathways,Career Fair,Cloud & DevOps Pathways,Join us for career fair on cloud & devops pathways.,2025-07-25 18:00:00,2025-07-25 20:00:00,America/Los_Angeles,In-person,Career Services Hall,Chicago,IL,USA,School of Science & Engineering,sse-events@slu.edu,961,0,336,200,4.68
5ac5656b-cc2c-4083-a131-9585332d5b2d,Webinar 0226 • Cybersecurity Trends 2025,Webinar,Cybersecurity Trends 2025,Join us for webinar on cybersecurity trends 2025.,2025-07-14 10:00:00,2025-07-14 13:00:00,America/Chicago,In-person,Tech Innovation Lab,Austin,TX,USA,Cybersecurity Center,cybercenter@slu.edu,475,1,384,384,4.96
f29abf5f-2eb1-4de2-9f64-460db3acaf0a,Workshop 0227 • Product & Project Management,Workshop,Product & Project Management,Join us for workshop on product & project management.,2025-08-28 14:00:00,2025-08-28 17:00:00,America/Los_Angeles,In-person,Data Science Hub,Seattle,WA,USA,Alumni Office,alumni@slu.edu,84,1,84,84,3.53
5551dd95-798d-43eb-bc61-0b8994a1db4c,Meetup 0228 • Consulting Case Prep,Meetup,Consulting Case Prep,Join us for meetup on consulting case prep.,2025-07-02 14:00:00,2025-07-02 16:00:00,America/Chicago,Virtual,Virtual Stage,Online,,USA,School of Science & Engineering,sse-events@slu.edu,177,1,177,139,4.73
cc0fb915-806f-437e-a40f-27a002f8b3f6,Guest Lecture 0229 • Resume & Interview Mastery,Guest Lecture,Resume & Interview Mastery,Join us for guest lecture on resume & interview mastery.,2025-05-25 14:00:00,2025-05-25 18:00:00,America/New_York,In-person,Virtual Stage,Online,,USA,Cybersecurity Center,cybercenter@slu.edu,150,1,150,150,4.23
815152f3-78a2-48ee-aeb1-d4607544171d,Career Fair 0230 • Networking Night,Career Fair,Networking Night,Join us for career fair on networking night.,2025-06-11 14:00:00,2025-06-11 16:00:00,America/Chicago,Virtual,Career Services Hall,Chicago,IL,USA,Chaifetz School of Business,chaifetz-events@slu.edu,724,1,698,297,4.05
1fc02146-44f9-4545-8330-64364f5122f2,Webinar 0231 • Employer Spotlight,Webinar,Employer Spotlight,Join us for webinar on employer spotlight.,2026-01-18 14:00:00,2026-01-18 16:00:00,America/Los_Angeles,In-person,Global Webinar Room,Online,,USA,Alumni Office,alumni@slu.edu,312,1,312,312,3.51
593aa486-b8d2-4a86-986f-a05c13e8378e,Workshop 0232 • AI & Data Analytics Careers,Workshop,AI & Data Analytics Careers,Join us for workshop on ai & data analytics careers.,2025-12-01 14:00:00,2025-12-01 17:00:00,America/Los_Angeles,In-person,Career Services Hall,Chicago,IL,USA,Alumni Office,alumni@slu.edu,134,1,134,134,3.74
aeb6e5ac-d6a4-41d3-9a6f-6cf85cf063cc,Meetup 0233 • Cloud & DevOps Pathways,Meetup,Cloud & DevOps Pathways,Join us for meetup on cloud & devops pathways.,2025-07-25 18:00:00,2025-07-25 19:00:00,America/Chicago,Hybrid,Career Services Hall,Chicago,IL,USA,Career Services,careerservices@slu.edu,168,0,168,168,3.77
bf8d0566-8874-4fdb-ae93-f9eb6e35e45e,Guest Lecture 0234 • Cybersecurity Trends 2025,Guest Lecture,Cybersecurity Trends 2025,Join us for guest lecture on cybersecurity trends 2025.,2025-06-02 18:00:00,2025-06-02 22:00:00,America/Chicago,In-person,Career Services Hall,Chicago,IL,USA,Career Services,careerservices@slu.edu,166,1,166,166,5.0
1ba8624b-5451-4d6e-835c-c47562bac8b7,Career Fair 0235 • Product & Project Management,Career Fair,Product & Project Management,Join us for career fair on product & project management.,2026-03-27 14:00:00,2026-03-27 17:00:00,America/New_York,Hybrid,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,1122,1,184,184,3.61
804551e3-d85f-47ef-8fe3-93c3441c6609,Webinar 0236 • Consulting Case Prep,Webinar,Consulting Case Prep,Join us for webinar on consulting case prep.,2026-03-13 10:00:00,2026-03-13 14:00:00,America/Chicago,In-person,Career Services Hall,Chicago,IL,USA,Career Services,careerservices@slu.edu,256,1,256,241,4.93
7cb67ce7-2662-4420-8c34-3ba21cd0dcab,Workshop 0237 • Resume & Interview Mastery,Workshop,Resume & Interview Mastery,Join us for workshop on resume & interview mastery.,2026-02-18 14:00:00,2026-02-18 18:00:00,America/New_York,In-person,Chaifetz Arena,St. Louis,MO,USA,Chaifetz School of Business,chaifetz-events@slu.edu,126,1,126,80,4.79
15336251-58ec-4aa0-9a63-269d54cf67e2,Meetup 0238 • Networking Night,Meetup,Networking Night,Join us for meetup on networking night.,2026-01-02 14:00:00,2026-01-02 18:00:00,America/New_York,Virtual,Tech Innovation Lab,Austin,TX,USA,Career Services,careerservices@slu.edu,107,1,107,107,
78b15061-539e-4510-b530-f0f8caa2cc9d,Guest Lecture 0239 • Employer Spotlight,Guest Lecture,Employer Spotlight,Join us for guest lecture on employer spotlight.,2025-07-08 18:00:00,2025-07-08 21:00:00,America/New_York,Hybrid,Busch Student Center,St. Louis,MO,USA,Chaifetz School of Business,chaifetz-events@slu.edu,82,1,82,82,4.99
7bc19125-6225-44eb-b02a-27e42641b212,Career Fair 0240 • AI & Data Analytics Careers,Career Fair,AI & Data Analytics Careers,Join us for career fair on ai & data analytics careers.,2026-04-11 10:00:00,2026-04-11 11:00:00,America/New_York,Hybrid,Career Services Hall,Chicago,IL,USA,Alumni Office,alumni@slu.edu,589,0,452,233,3.65
9911fbc9-cba9-4017-9660-f28f8eb2c2f2,Webinar 0241 • Cloud & DevOps Pathways,Webinar,Cloud & DevOps Pathways,Join us for webinar on cloud & devops pathways.,2026-03-15 10:00:00,2026-03-15 13:00:00,America/New_York,In-person,Busch Student Center,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,331,1,144,144,4.93
4d902813-e5cd-48e7-8557-418559f1c381,Workshop 0242 • Cybersecurity Trends 2025,Workshop,Cybersecurity Trends 2025,Join us for workshop on cybersecurity trends 2025.,2026-01-07 18:00:00,2026-01-07 21:00:00,America/Los_Angeles,In-person,Chaifetz Arena,St. Louis,MO,USA,Career Services,careerservices@slu.edu,87,1,87,87,4.43
c0077e9d-6f5c-45aa-9243-c73322e19ea8,Meetup 0243 • Product & Project Management,Meetup,Product & Project Management,Join us for meetup on product & project management.,2025-12-13 14:00:00,2025-12-13 16:00:00,America/Chicago,In-person,Data Science Hub,Seattle,WA,USA,School of Science & Engineering,sse-events@slu.edu,168,1,168,168,4.96
945e05d0-5803-4eda-aac0-44b066802f97,Guest Lecture 0244 • Consulting Case Prep,Guest Lecture,Consulting Case Prep,Join us for guest lecture on consulting case prep.,2026-03-30 14:00:00,2026-03-30 16:00:00,America/Chicago,In-person,Busch Student Center,St. Louis,MO,USA,Cybersecurity Center,cybercenter@slu.edu,127,1,127,127,3.58
132fe663-57a6-48bb-96f5-8f0b2521bcd8,Career Fair 0245 • Resume & Interview Mastery,Career Fair,Resume & Interview Mastery,Join us for career fair on resume & interview mastery.,2025-10-26 18:00:00,2025-10-26 20:00:00,America/New_York,In-person,Virtual Stage,Online,,USA,Alumni Office,alumni@slu.edu,624,0,624,473,4.53
8742fff5-7063-480f-8b51-b93e4040b63d,Webinar 0246 • Networking Night,Webinar,Networking Night,Join us for webinar on networking night.,2025-12-04 18:00:00,2025-12-04 19:00:00,America/Los_Angeles,Hybrid,Global Webinar Room,Online,,USA,Career Services,careerservices@slu.edu,458,1,458,123,4.96
99e466d7-7f4e-42ed-8abc-22922d438f7e,Workshop 0247 • Employer Spotlight,Workshop,Employer Spotlight,Join us for workshop on employer spotlight.,2025-09-27 18:00:00,2025-09-27 21:00:00,America/Los_Angeles,Hybrid,Chaifetz Arena,St. Louis,MO,USA,Career Services,careerservices@slu.edu,79,1,79,79,4.81
30090ed0-a773-4982-8cc1-e63c53b17f51,Meetup 0248 • AI & Data Analytics Careers,Meetup,AI & Data Analytics Careers,Join us for meetup on ai & data analytics careers.,2025-08-15 18:00:00,2025-08-15 19:00:00,America/New_York,In-person,Chaifetz Arena,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,73,0,73,73,
de90ab6b-105f-4fb1-a61c-f16204464215,Guest Lecture 0249 • Cloud & DevOps Pathways,Guest Lecture,Cloud & DevOps Pathways,Join us for guest lecture on cloud & devops pathways.,2026-01-30 14:00:00,2026-01-30 18:00:00,America/Chicago,In-person,Data Science Hub,Seattle,WA,USA,Data Science Institute,dsi@slu.edu,207,1,172,172,4.38
cd35eb1c-9732-4112-becd-a847b61fd046,Career Fair 0250 • Cybersecurity Trends 2025,Career Fair,Cybersecurity Trends 2025,Join us for career fair on cybersecurity trends 2025.,2025-07-25 18:00:00,2025-07-25 22:00:00,America/Los_Angeles,Virtual,Chaifetz Arena,St. Louis,MO,USA,Chaifetz School of Business,chaifetz-events@slu.edu,989,1,384,186,
fad333c1-7e7d-4b99-9fdc-a5282724e941,Webinar 0251 • Product & Project Management,Webinar,Product & Project Management,Join us for webinar on product & project management.,2026-02-16 14:00:00,2026-02-16 15:00:00,America/New_York,In-person,Alumni Center,Boston,MA,USA,Alumni Office,alumni@slu.edu,398,1,398,250,3.77
8447ea41-49ea-4930-b092-cadcb116b6de,Workshop 0252 • Consulting Case Prep,Workshop,Consulting Case Prep,Join us for workshop on consulting case prep.,2025-10-07 10:00:00,2025-10-07 13:00:00,America/Chicago,Hybrid,Career Services Hall,Chicago,IL,USA,Alumni Office,alumni@slu.edu,79,1,79,79,4.69
6613cbb4-21f5-4c35-b007-af357bc9977d,Meetup 0253 • Resume & Interview Mastery,Meetup,Resume & Interview Mastery,Join us for meetup on resume & interview mastery.,2025-08-22 10:00:00,2025-08-22 12:00:00,America/Los_Angeles,Hybrid,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,107,0,107,107,4.52
cd0ac25d-9572-4369-8e7d-b8e5dcc50e2e,Guest Lecture 0254 • Networking Night,Guest Lecture,Networking Night,Join us for guest lecture on networking night.,2025-11-18 10:00:00,2025-11-18 13:00:00,America/Los_Angeles,Hybrid,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,111,1,111,81,3.86
0c937999-5290-413d-a608-bba7a339b630,Career Fair 0255 • Employer Spotlight,Career Fair,Employer Spotlight,Join us for career fair on employer spotlight.,2026-02-21 14:00:00,2026-02-21 18:00:00,America/Los_Angeles,Hybrid,Alumni Center,Boston,MA,USA,Cybersecurity Center,cybercenter@slu.edu,621,1,248,248,4.49
260345f4-1eb7-42c1-8721-eee5ea6aa685,Webinar 0256 • AI & Data Analytics Careers,Webinar,AI & Data Analytics Careers,Join us for webinar on ai & data analytics careers.,2025-11-29 10:00:00,2025-11-29 12:00:00,America/Los_Angeles,Virtual,Tech Innovation Lab,Austin,TX,USA,Alumni Office,alumni@slu.edu,311,1,222,222,4.87
04bd11eb-5466-460d-8952-31ac5d14e178,Workshop 0257 • Cloud & DevOps Pathways,Workshop,Cloud & DevOps Pathways,Join us for workshop on cloud & devops pathways.,2025-08-21 14:00:00,2025-08-21 15:00:00,America/New_York,Virtual,Tech Innovation Lab,Austin,TX,USA,School of Science & Engineering,sse-events@slu.edu,110,1,110,110,3.56
94a2a4d0-ce32-4f35-bdf5-1a8c21b1912a,Meetup 0258 • Cybersecurity Trends 2025,Meetup,Cybersecurity Trends 2025,Join us for meetup on cybersecurity trends 2025.,2026-04-16 14:00:00,2026-04-16 18:00:00,America/Los_Angeles,In-person,Tech Innovation Lab,Austin,TX,USA,Chaifetz School of Business,chaifetz-events@slu.edu,197,0,197,197,
3effad04-54c8-41f5-a027-b57322669b2e,Guest Lecture 0259 • Product & Project Management,Guest Lecture,Product & Project Management,Join us for guest lecture on product & project management.,2026-04-13 18:00:00,2026-04-13 20:00:00,America/Chicago,In-person,Busch Student Center,St. Louis,MO,USA,Cybersecurity Center,cybercenter@slu.edu,170,1,170,170,4.48
565fac36-81b8-4d62-8cb0-87136402fdf4,Career Fair 0260 • Consulting Case Prep,Career Fair,Consulting Case Prep,Join us for career fair on consulting case prep.,2025-07-26 18:00:00,2025-07-26 20:00:00,America/Chicago,Virtual,Career Services Hall,Chicago,IL,USA,School of Science & Engineering,sse-events@slu.edu,586,1,194,194,4.54
316f2ba5-daf8-4745-9ad7-9eaae03b58f6,Webinar 0261 • Resume & Interview Mastery,Webinar,Resume & Interview Mastery,Join us for webinar on resume & interview mastery.,2025-07-17 18:00:00,2025-07-17 19:00:00,America/Los_Angeles,Virtual,Data Science Hub,Seattle,WA,USA,Alumni Office,alumni@slu.edu,312,1,312,309,4.21
3b360c17-f5fa-497a-892b-4ed3f8136754,Workshop 0262 • Networking Night,Workshop,Networking Night,Join us for workshop on networking night.,2026-03-06 10:00:00,2026-03-06 12:00:00,America/Los_Angeles,Virtual,Data Science Hub,Seattle,WA,USA,Cybersecurity Center,cybercenter@slu.edu,139,1,139,139,4.64
d0c7c323-4f30-4695-8b46-c553516ad4e8,Meetup 0263 • Employer Spotlight,Meetup,Employer Spotlight,Join us for meetup on employer spotlight.,2026-01-17 14:00:00,2026-01-17 15:00:00,America/Chicago,In-person,Global Webinar Room,Online,,USA,Cybersecurity Center,cybercenter@slu.edu,158,0,158,158,3.84
73e5c0d7-934f-4d78-8c68-da25e2ecbe5c,Guest Lecture 0264 • AI & Data Analytics Careers,Guest Lecture,AI & Data Analytics Careers,Join us for guest lecture on ai & data analytics careers.,2025-11-18 14:00:00,2025-11-18 18:00:00,America/Los_Angeles,Hybrid,Virtual Stage,Online,,USA,School of Science & Engineering,sse-events@slu.edu,135,1,135,135,4.03
1d9e882c-da02-4c5a-804a-5f0cb86c27ac,Career Fair 0265 • Cloud & DevOps Pathways,Career Fair,Cloud & DevOps Pathways,Join us for career fair on cloud & devops pathways.,2026-03-13 14:00:00,2026-03-13 16:00:00,America/Los_Angeles,Hybrid,Global Webinar Room,Online,,USA,Career Services,careerservices@slu.edu,967,0,410,234,3.95
6cd4001a-95a7-4b2b-a4c0-a59c253fae3a,Webinar 0266 • Cybersecurity Trends 2025,Webinar,Cybersecurity Trends 2025,Join us for webinar on cybersecurity trends 2025.,2026-01-10 10:00:00,2026-01-10 13:00:00,America/Chicago,Virtual,Alumni Center,Boston,MA,USA,Data Science Institute,dsi@slu.edu,378,1,378,378,4.87
11001392-7264-49c7-8aec-359705d85e3e,Workshop 0267 • Product & Project Management,Workshop,Product & Project Management,Join us for workshop on product & project management.,2025-12-07 18:00:00,2025-12-07 21:00:00,America/Chicago,Virtual,Tech Innovation Lab,Austin,TX,USA,Cybersecurity Center,cybercenter@slu.edu,118,1,118,118,4.93
0b4c0c9e-8941-487a-82cf-69af3f7fd22a,Meetup 0268 • Consulting Case Prep,Meetup,Consulting Case Prep,Join us for meetup on consulting case prep.,2025-12-22 18:00:00,2025-12-22 20:00:00,America/New_York,Hybrid,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,185,1,185,185,4.22
63042ba6-727c-4afd-9e40-e64a806e4ee3,Guest Lecture 0269 • Resume & Interview Mastery,Guest Lecture,Resume & Interview Mastery,Join us for guest lecture on resume & interview mastery.,2025-11-28 10:00:00,2025-11-28 11:00:00,America/Chicago,Hybrid,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,205,1,205,205,
8dbd7a83-f447-4e2b-b893-7f6f30a87939,Career Fair 0270 • Networking Night,Career Fair,Networking Night,Join us for career fair on networking night.,2025-12-28 14:00:00,2025-12-28 16:00:00,America/Los_Angeles,In-person,Chaifetz Arena,St. Louis,MO,USA,Data Science Institute,dsi@slu.edu,777,0,191,168,4.92
c988225e-910b-499e-88df-0a9b794f127b,Webinar 0271 • Employer Spotlight,Webinar,Employer Spotlight,Join us for webinar on employer spotlight.,2026-02-14 14:00:00,2026-02-14 15:00:00,America/New_York,Virtual,Data Science Hub,Seattle,WA,USA,Career Services,careerservices@slu.edu,428,1,341,341,4.44
51e6447c-44a0-4260-9a70-c7cb42aaa120,Workshop 0272 • AI & Data Analytics Careers,Workshop,AI & Data Analytics Careers,Join us for workshop on ai & data analytics careers.,2025-08-23 14:00:00,2025-08-23 18:00:00,America/New_York,Hybrid,Chaifetz Arena,St. Louis,MO,USA,Alumni Office,alumni@slu.edu,129,1,129,129,3.93
4ed3209a-a3fe-457f-8ddb-71de6806bb0a,Meetup 0273 • Cloud & DevOps Pathways,Meetup,Cloud & DevOps Pathways,Join us for meetup on cloud & devops pathways.,2025-07-19 14:00:00,2025-07-19 17:00:00,America/Los_Angeles,Hybrid,Virtual Stage,Online,,USA,Career Services,careerservices@slu.edu,193,1,193,193,3.72
590ccc29-eb1d-430f-9563-3bbc4e8cca8f,Guest Lecture 0274 • Cybersecurity Trends 2025,Guest Lecture,Cybersecurity Trends 2025,Join us for guest lecture on cybersecurity trends 2025.,2025-05-02 14:00:00,2025-05-02 17:00:00,America/Los_Angeles,Virtual,Career Services Hall,Chicago,IL,USA,Career Services,careerservices@slu.edu,91,1,91,91,3.71
b3052546-639a-43c0-896f-09221c2ce412,Career Fair 0275 • Product & Project Management,Career Fair,Product & Project Management,Join us for career fair on product & project management.,2025-10-10 14:00:00,2025-10-10 15:00:00,America/New_York,Hybrid,Virtual Stage,Online,,USA,Career Services,careerservices@slu.edu,796,0,133,133,3.93
3e374838-9415-4908-b129-b1d113a45dcb,Webinar 0276 • Consulting Case Prep,Webinar,Consulting Case Prep,Join us for webinar on consulting case prep.,2025-12-06 18:00:00,2025-12-06 21:00:00,America/New_York,Hybrid,Tech Innovation Lab,Austin,TX,USA,School of Science & Engineering,sse-events@slu.edu,461,1,461,265,4.4
31bf035b-05e3-47cb-a975-950c03a3718e,Workshop 0277 • Resume & Interview Mastery,Workshop,Resume & Interview Mastery,Join us for workshop on resume & interview mastery.,2025-11-03 10:00:00,2025-11-03 14:00:00,America/New_York,In-person,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,89,1,89,89,4.27
d6098924-bcbb-4211-b4fe-7533af42130e,Meetup 0278 • Networking Night,Meetup,Networking Night,Join us for meetup on networking night.,2025-07-23 10:00:00,2025-07-23 11:00:00,America/Los_Angeles,In-person,Career Services Hall,Chicago,IL,USA,School of Science & Engineering,sse-events@slu.edu,178,0,178,178,4.82
0e5ee9de-deb9-46b8-bc3b-f1156403938b,Guest Lecture 0279 • Employer Spotlight,Guest Lecture,Employer Spotlight,Join us for guest lecture on employer spotlight.,2025-09-30 18:00:00,2025-09-30 19:00:00,America/New_York,Virtual,Career Services Hall,Chicago,IL,USA,Data Science Institute,dsi@slu.edu,128,1,128,128,3.9
8c19cc5d-0920-45be-8f0d-fe1bfee87f7d,Career Fair 0280 • AI & Data Analytics Careers,Career Fair,AI & Data Analytics Careers,Join us for career fair on ai & data analytics careers.,2025-07-10 14:00:00,2025-07-10 15:00:00,America/New_York,Virtual,Data Science Hub,Seattle,WA,USA,Chaifetz School of Business,chaifetz-events@slu.edu,1055,1,376,376,4.24
0dd31cba-30d2-41d9-b53e-d7f6e4f9496f,Webinar 0281 • Cloud & DevOps Pathways,Webinar,Cloud & DevOps Pathways,Join us for webinar on cloud & devops pathways.,2025-05-09 10:00:00,2025-05-09 13:00:00,America/Los_Angeles,Virtual,Tech Innovation Lab,Austin,TX,USA,Alumni Office,alumni@slu.edu,272,1,272,272,4.87
8c18375d-278a-4251-8e0b-427317d73f11,Workshop 0282 • Cybersecurity Trends 2025,Workshop,Cybersecurity Trends 2025,Join us for workshop on cybersecurity trends 2025.,2025-12-21 10:00:00,2025-12-21 11:00:00,America/Los_Angeles,Hybrid,Virtual Stage,Online,,USA,Data Science Institute,dsi@slu.edu,117,1,117,117,4.25
9be61df1-53d2-460a-a9ac-fba8f5b08100,Meetup 0283 • Product & Project Management,Meetup,Product & Project Management,Join us for meetup on product & project management.,2025-08-25 10:00:00,2025-08-25 14:00:00,America/Los_Angeles,In-person,Virtual Stage,Online,,USA,School of Science & Engineering,sse-events@slu.edu,52,0,52,52,3.62
9a1d1536-4d9c-45eb-8d69-5776a3183f4a,Guest Lecture 0284 • Consulting Case Prep,Guest Lecture,Consulting Case Prep,Join us for guest lecture on consulting case prep.,2025-10-10 18:00:00,2025-10-10 21:00:00,America/New_York,In-person,Career Services Hall,Chicago,IL,USA,Chaifetz School of Business,chaifetz-events@slu.edu,218,1,133,81,3.67
99c64353-04e9-47d8-ac66-bc408672a311,Career Fair 0285 • Resume & Interview Mastery,Career Fair,Resume & Interview Mastery,Join us for career fair on resume & interview mastery.,2026-01-28 10:00:00,2026-01-28 11:00:00,America/Los_Angeles,Hybrid,Tech Innovation Lab,Austin,TX,USA,Chaifetz School of Business,chaifetz-events@slu.edu,803,0,469,133,3.8
48209b12-f716-4739-8356-033c543da0d2,Webinar 0286 • Networking Night,Webinar,Networking Night,Join us for webinar on networking night.,2025-07-28 14:00:00,2025-07-28 17:00:00,America/New_York,Hybrid,Alumni Center,Boston,MA,USA,Cybersecurity Center,cybercenter@slu.edu,373,1,373,130,4.26
224f3dc9-6d44-4cab-8338-f97a525b4351,Workshop 0287 • Employer Spotlight,Workshop,Employer Spotlight,Join us for workshop on employer spotlight.,2026-03-14 18:00:00,2026-03-14 21:00:00,America/Los_Angeles,Hybrid,Career Services Hall,Chicago,IL,USA,Career Services,careerservices@slu.edu,82,1,82,82,3.82
68b26d32-a2ce-4c24-8372-8f4bf30ff08a,Meetup 0288 • AI & Data Analytics Careers,Meetup,AI & Data Analytics Careers,Join us for meetup on ai & data analytics careers.,2025-06-05 18:00:00,2025-06-05 22:00:00,America/New_York,Virtual,Career Services Hall,Chicago,IL,USA,Data Science Institute,dsi@slu.edu,95,1,95,95,4.29
dc0409ff-71a4-4508-b9ba-b2d9644299ec,Guest Lecture 0289 • Cloud & DevOps Pathways,Guest Lecture,Cloud & DevOps Pathways,Join us for guest lecture on cloud & devops pathways.,2025-05-08 18:00:00,2025-05-08 22:00:00,America/Chicago,Hybrid,Busch Student Center,St. Louis,MO,USA,Cybersecurity Center,cybercenter@slu.edu,125,1,125,125,3.79
f9916aa8-f241-4564-b762-4b44492ba8cf,Career Fair 0290 • Cybersecurity Trends 2025,Career Fair,Cybersecurity Trends 2025,Join us for career fair on cybersecurity trends 2025.,2025-06-11 10:00:00,2025-06-11 11:00:00,America/Los_Angeles,Hybrid,Busch Student Center,St. Louis,MO,USA,Career Services,careerservices@slu.edu,1021,1,202,110,4.18
8112b0c6-9a44-46a7-9f3a-d60d9335d86d,Webinar 0291 • Product & Project Management,Webinar,Product & Project Management,Join us for webinar on product & project management.,2025-05-16 18:00:00,2025-05-16 21:00:00,America/New_York,In-person,Tech Innovation Lab,Austin,TX,USA,Career Services,careerservices@slu.edu,565,1,288,288,3.91
bc61aa93-b6b4-47bc-b6d1-90718ed8e939,Workshop 0292 • Consulting Case Prep,Workshop,Consulting Case Prep,Join us for workshop on consulting case prep.,2025-11-23 18:00:00,2025-11-23 20:00:00,America/Chicago,Virtual,Chaifetz Arena,St. Louis,MO,USA,Cybersecurity Center,cybercenter@slu.edu,145,1,103,103,4.24
cf0b2f82-ac4b-424c-8b71-f050eff76711,Meetup 0293 • Resume & Interview Mastery,Meetup,Resume & Interview Mastery,Join us for meetup on resume & interview mastery.,2025-08-31 18:00:00,2025-08-31 20:00:00,America/Chicago,Virtual,Data Science Hub,Seattle,WA,USA,Career Services,careerservices@slu.edu,192,0,192,149,3.99
60bdcaa3-5d23-4434-a6f5-d4c418ec47b4,Guest Lecture 0294 • Networking Night,Guest Lecture,Networking Night,Join us for guest lecture on networking night.,2026-01-22 10:00:00,2026-01-22 13:00:00,America/Los_Angeles,Virtual,Global Webinar Room,Online,,USA,Alumni Office,alumni@slu.edu,130,1,130,130,4.66
1286473a-c046-4e16-8a09-6f581c067d63,Career Fair 0295 • Employer Spotlight,Career Fair,Employer Spotlight,Join us for career fair on employer spotlight.,2026-03-13 18:00:00,2026-03-13 20:00:00,America/Chicago,Virtual,Tech Innovation Lab,Austin,TX,USA,Cybersecurity Center,cybercenter@slu.edu,891,0,669,196,4.15
5dc5466d-d232-43bb-8a10-96a148a94603,Webinar 0296 • AI & Data Analytics Careers,Webinar,AI & Data Analytics Careers,Join us for webinar on ai & data analytics careers.,2025-10-04 10:00:00,2025-10-04 14:00:00,America/New_York,Virtual,Busch Student Center,St. Louis,MO,USA,School of Science & Engineering,sse-events@slu.edu,202,1,202,202,4.06
9031186c-9489-4ce3-9921-a59f0dba8bfe,Workshop 0297 • Cloud & DevOps Pathways,Workshop,Cloud & DevOps Pathways,Join us for workshop on cloud & devops pathways.,2026-04-09 18:00:00,2026-04-09 19:00:00,America/New_York,Hybrid,Tech Innovation Lab,Austin,TX,USA,Career Services,careerservices@slu.edu,147,1,147,147,4.03
5ceba22e-bd41-4f3d-9d96-4b713e19e39c,Meetup 0298 • Cybersecurity Trends 2025,Meetup,Cybersecurity Trends 2025,Join us for meetup on cybersecurity trends 2025.,2026-03-07 14:00:00,2026-03-07 15:00:00,America/Los_Angeles,Virtual,Alumni Center,Boston,MA,USA,School of Science & Engineering,sse-events@slu.edu,158,0,158,158,4.97
69143435-33f4-41d6-95c8-9a1dbde4d355,Guest Lecture 0299 • Product & Project Management,Guest Lecture,Product & Project Management,Join us for guest lecture on product & project management.,2025-09-05 18:00:00,2025-09-05 22:00:00,America/Chicago,Hybrid,Chaifetz Arena,St. Louis,MO,USA,Cybersecurity Center,cybercenter@slu.edu,187,1,187,176,3.54
205e7a75-0609-456f-9fbe-182f41370f99,Career Fair 0300 • Consulting Case Prep,Career Fair,Consulting Case Prep,Join us for career fair on consulting case prep.,2025-08-30 14:00:00,2025-08-30 17:00:00,America/Chicago,Virtual,Tech Innovation Lab,Austin,TX,USA,Career Services,careerservices@slu.edu,506,1,449,449,4.55
571a2f26-51a6-4229-8583-f4028f2d7318,Webinar 0301 • Resume & Interview Mastery,Webinar,Resume & Interview Mastery,Join us for webinar on resume & interview mastery.,2025-08-24 10:00:00,2025-08-24 13:00:00,America/Los_Angeles,In-person,Chaifetz Arena,St. Louis,MO,USA,Alumni Office,alumni@slu.edu,212,1,212,169,3.92
